date,country,daily_cases,daily_deaths,daily_recovered,total_cases,total_deaths,total_recovered,active_cases
2021-05-14,USA,66018,1319,79589,12038917,193868,10854822,990227
2021-05-15,USA,69553,1033,89367,12108470,194901,10944189,969380
2021-05-16,USA,74979,1284,66723,12183449,196185,11010912,976352
2021-05-17,USA,68880,1416,67327,12252329,197601,11078239,976489
2021-05-18,USA,82536,981,78643,12334865,198582,11156882,979401
2021-05-19,USA,67867,1057,75311,12402732,199639,11232193,970900
2021-05-20,USA,68690,594,78605,12471422,200233,11310798,960391
2021-05-21,USA,60021,930,88796,12531443,201163,11399594,930686
2021-05-22,USA,54563,840,73796,12586006,202003,11473390,910613
2021-05-23,USA,62667,967,71718,12648673,202970,11545108,900595
2021-05-24,USA,65294,1272,77518,12713967,204242,11622626,887099
2021-05-25,USA,71088,1784,71031,12785055,206026,11693657,885372
2021-05-26,USA,69704,1189,75584,12854759,207215,11769241,878303
2021-05-27,USA,51030,578,54215,12905789,207793,11823456,874540
2021-05-28,USA,51251,699,74934,12957040,208492,11898390,850158
2021-05-29,USA,47460,1089,60019,13004500,209581,11958409,836510
2021-05-30,USA,51125,792,61848,13055625,210373,12020257,824995
2021-05-31,USA,58740,863,56651,13114365,211236,12076908,826221
2021-06-01,USA,54112,1200,49907,13168477,212436,12126815,829226
2021-06-02,USA,50814,715,48252,13219291,213151,12175067,831073
2021-06-03,USA,40893,915,67370,13260184,214066,12242437,803681
2021-06-04,USA,46276,573,60923,13306460,214639,12303360,788461
2021-06-05,USA,40115,624,68516,13346575,215263,12371876,759436
2021-06-06,USA,41355,865,59149,13387930,216128,12431025,740777
2021-06-07,USA,48085,576,44677,13436015,216704,12475702,743609
2021-06-08,USA,46389,999,34033,13482404,217703,12509735,754966
2021-06-09,USA,41202,895,47676,13523606,218598,12557411,747597
2021-06-10,USA,37218,729,62598,13560824,219327,12620009,721488
2021-06-11,USA,33079,687,62120,13593903,220014,12682129,691760
2021-06-12,USA,29704,774,42783,13623607,220788,12724912,677907
2021-06-13,USA,32222,670,41207,13655829,221458,12766119,668252
2021-06-14,USA,35447,685,42357,13691276,222143,12808476,660657
2021-06-15,USA,29111,706,38102,13720387,222849,12846578,650960
2021-06-16,USA,27937,716,50199,13748324,223565,12896777,627982
2021-06-17,USA,29658,523,39223,13777982,224088,12936000,617894
2021-06-18,USA,26446,590,45663,13804428,224678,12981663,598087
2021-06-19,USA,22652,435,41403,13827080,225113,13023066,578901
2021-06-20,USA,26177,452,39608,13853257,225565,13062674,565018
2021-06-21,USA,27362,435,32066,13880619,226000,13094740,559879
2021-06-22,USA,32571,786,29394,13913190,226786,13124134,562270
2021-06-23,USA,25224,387,29721,13938414,227173,13153855,557386
2021-06-24,USA,19160,400,34944,13957574,227573,13188799,541202
2021-06-25,USA,15539,353,26987,13973113,227926,13215786,529401
2021-06-26,USA,14418,436,28486,13987531,228362,13244272,514897
2021-06-27,USA,18100,376,27419,14005631,228738,13271691,505202
2021-06-28,USA,17751,549,26345,14023382,229287,13298036,496059
2021-06-29,USA,16297,311,21682,14039679,229598,13319718,490363
2021-06-30,USA,15360,364,27959,14055039,229962,13347677,477400
2021-07-01,USA,12302,304,26132,14067341,230266,13373809,463266
2021-07-02,USA,13209,464,25724,14080550,230730,13399533,450287
2021-07-03,USA,12181,211,27270,14092731,230941,13426803,434987
2021-07-04,USA,12172,340,16727,14104903,231281,13443530,430092
2021-07-05,USA,14368,376,13942,14119271,231657,13457472,430142
2021-07-06,USA,12510,430,13016,14131781,232087,13470488,429206
2021-07-07,USA,10138,295,19764,14141919,232382,13490252,419285
2021-07-08,USA,10098,226,13401,14152017,232608,13503653,415756
2021-07-09,USA,8068,189,20554,14160085,232797,13524207,403081
2021-07-10,USA,6895,169,16302,14166980,232966,13540509,393505
2021-07-11,USA,7881,260,12073,14174861,233226,13552582,389053
2021-07-12,USA,7805,308,12611,14182666,233534,13565193,383939
2021-07-13,USA,7183,173,12027,14189849,233707,13577220,378922
2021-07-14,USA,7554,133,12294,14197403,233840,13589514,374049
2021-07-15,USA,6664,144,14683,14204067,233984,13604197,365886
2021-07-16,USA,4386,238,12676,14208453,234222,13616873,357358
2021-07-17,USA,4989,121,9819,14213442,234343,13626692,352407
2021-07-18,USA,4789,192,9502,14218231,234535,13636194,347502
2021-07-19,USA,5063,227,7628,14223294,234762,13643822,344710
2021-07-20,USA,4802,131,6490,14228096,234893,13650312,342891
2021-07-21,USA,4063,133,8423,14232159,235026,13658735,338398
2021-07-22,USA,3581,157,7937,14235740,235183,13666672,333885
2021-07-23,USA,2829,87,4868,14238569,235270,13671540,331759
2021-07-24,USA,2975,77,7727,14241544,235347,13679267,326930
2021-07-25,USA,3052,81,6522,14244596,235428,13685789,323379
2021-07-26,USA,3117,72,4202,14247713,235500,13689991,322222
2021-07-27,USA,2804,72,4603,14250517,235572,13694594,320351
2021-07-28,USA,2483,66,5114,14253000,235638,13699708,317654
2021-07-29,USA,2243,77,5321,14255243,235715,13705029,314499
2021-07-30,USA,1859,42,4253,14257102,235757,13709282,312063
2021-07-31,USA,1574,60,4059,14258676,235817,13713341,309518
2021-08-01,USA,1802,37,3103,14260478,235854,13716444,308180
2021-08-02,USA,1954,62,2341,14262432,235916,13718785,307731
2021-08-03,USA,1511,64,2677,14263943,235980,13721462,306501
2021-08-04,USA,1559,27,3182,14265502,236007,13724644,304851
2021-08-05,USA,1144,43,3277,14266646,236050,13727921,302675
2021-08-06,USA,1061,40,2829,14267707,236090,13730750,300867
2021-08-07,USA,907,25,2556,14268614,236115,13733306,299193
2021-08-08,USA,860,46,2264,14269474,236161,13735570,297743
2021-08-09,USA,898,38,1670,14270372,236199,13737240,296933
2021-08-10,USA,977,27,1576,14271349,236226,13738816,296307
2021-08-11,USA,848,27,1868,14272197,236253,13740684,295260
2021-08-12,USA,621,28,2017,14272818,236281,13742701,293836
2021-08-13,USA,590,21,1623,14273408,236302,13744324,292782
2021-08-14,USA,462,19,1602,14273870,236321,13745926,291623
2021-08-15,USA,552,16,1136,14274422,236337,13747062,291023
2021-08-16,USA,515,22,1127,14274937,236359,13748189,290389
2021-08-17,USA,511,12,868,14275448,236371,13749057,290020
2021-08-18,USA,464,16,752,14275912,236387,13749809,289716
2021-08-19,USA,349,10,848,14276261,236397,13750657,289207
2021-08-20,USA,308,9,868,14276569,236406,13751525,288638
2021-08-21,USA,331,12,759,14276900,236418,13752284,288198
2021-08-22,USA,309,11,587,14277209,236429,13752871,287909
2021-08-23,USA,364,11,521,14277573,236440,13753392,287741
2021-08-24,USA,302,8,429,14277875,236448,13753821,287606
2021-08-25,USA,307,8,429,14278182,236456,13754250,287476
2021-08-26,USA,278,8,504,14278460,236464,13754754,287242
2021-08-27,USA,178,6,490,14278638,236470,13755244,286924
2021-08-28,USA,211,7,409,14278849,236477,13755653,286719
2021-08-29,USA,266,6,357,14279115,236483,13756010,286622
2021-08-30,USA,282,5,323,14279397,236488,13756333,286576
2021-08-31,USA,310,5,266,14279707,236493,13756599,286615
2021-09-01,USA,275,5,274,14279982,236498,13756873,286611
2021-09-02,USA,266,3,322,14280248,236501,13757195,286552
2021-09-03,USA,252,3,262,14280500,236504,13757457,286539
2021-09-04,USA,307,4,319,14280807,236508,13757776,286523
2021-09-05,USA,349,2,261,14281156,236510,13758037,286609
2021-09-06,USA,424,2,166,14281580,236512,13758203,286865
2021-09-07,USA,446,2,161,14282026,236514,13758364,287148
2021-09-08,USA,450,3,271,14282476,236517,13758635,287324
2021-09-09,USA,436,2,237,14282912,236519,13758872,287521
2021-09-10,USA,468,1,299,14283380,236520,13759171,287689
2021-09-11,USA,500,2,271,14283880,236522,13759442,287916
2021-09-12,USA,663,4,290,14284543,236526,13759732,288285
2021-09-13,USA,935,2,210,14285478,236528,13759942,289008
2021-09-14,USA,974,3,205,14286452,236531,13760147,289774
2021-09-15,USA,913,2,341,14287365,236533,13760488,290344
2021-09-16,USA,999,2,480,14288364,236535,13760968,290861
2021-09-17,USA,892,3,481,14289256,236538,13761449,291269
2021-09-18,USA,883,2,441,14290139,236540,13761890,291709
2021-09-19,USA,1216,3,397,14291355,236543,13762287,292525
2021-09-20,USA,1390,4,485,14292745,236547,13762772,293426
2021-09-21,USA,1802,3,433,14294547,236550,13763205,294792
2021-09-22,USA,1905,5,666,14296452,236555,13763871,296026
2021-09-23,USA,2090,4,942,14298542,236559,13764813,297170
2021-09-24,USA,1904,4,1034,14300446,236563,13765847,298036
2021-09-25,USA,2075,5,1118,14302521,236568,13766965,298988
2021-09-26,USA,2808,5,996,14305329,236573,13767961,300795
2021-09-27,USA,2662,9,812,14307991,236582,13768773,302636
2021-09-28,USA,3712,9,845,14311703,236591,13769618,305494
2021-09-29,USA,3943,11,960,14315646,236602,13770578,308466
2021-09-30,USA,3149,10,1241,14318795,236612,13771819,310364
2021-10-01,USA,3897,8,1659,14322692,236620,13773478,312594
2021-10-02,USA,4146,10,1732,14326838,236630,13775210,314998
2021-10-03,USA,4828,15,2036,14331666,236645,13777246,317775
2021-10-04,USA,6396,15,1677,14338062,236660,13778923,322479
2021-10-05,USA,8044,17,2215,14346106,236677,13781138,328291
2021-10-06,USA,6986,13,2695,14353092,236690,13783833,332569
2021-10-07,USA,6704,16,2553,14359796,236706,13786386,336704
2021-10-08,USA,6281,17,3446,14366077,236723,13789832,339522
2021-10-09,USA,6818,17,3844,14372895,236740,13793676,342479
2021-10-10,USA,9579,26,3272,14382474,236766,13796948,348760
2021-10-11,USA,10121,26,3416,14392595,236792,13800364,355439
2021-10-12,USA,12124,39,3718,14404719,236831,13804082,363806
2021-10-13,USA,11638,37,4494,14416357,236868,13808576,370913
2021-10-14,USA,11901,33,5313,14428258,236901,13813889,377468
2021-10-15,USA,11583,37,7089,14439841,236938,13820978,381925
2021-10-16,USA,13601,23,6387,14453442,236961,13827365,389116
2021-10-17,USA,14677,37,6998,14468119,236998,13834363,396758
2021-10-18,USA,17969,58,6188,14486088,237056,13840551,408481
2021-10-19,USA,18636,57,6671,14504724,237113,13847222,420389
2021-10-20,USA,19423,73,9978,14524147,237186,13857200,429761
2021-10-21,USA,19499,82,9582,14543646,237268,13866782,439596
2021-10-22,USA,19606,73,12093,14563252,237341,13878875,447036
2021-10-23,USA,18914,61,11057,14582166,237402,13889932,454832
2021-10-24,USA,26404,116,11728,14608570,237518,13901660,469392
2021-10-25,USA,32590,96,10471,14641160,237614,13912131,491415
2021-10-26,USA,33181,104,9872,14674341,237718,13922003,514620
2021-10-27,USA,36509,94,13900,14710850,237812,13935903,537135
2021-10-28,USA,27770,103,19704,14738620,237915,13955607,545098
2021-10-29,USA,25832,98,19547,14764452,238013,13975154,551285
2021-10-30,USA,26969,129,20446,14791421,238142,13995600,557679
2021-10-31,USA,42233,138,21032,14833654,238280,14016632,578742
2021-11-01,USA,46908,164,18988,14880562,238444,14035620,606498
2021-11-02,USA,48101,184,18515,14928663,238628,14054135,635900
2021-11-03,USA,48442,218,23782,14977105,238846,14077917,660342
2021-11-04,USA,39897,209,30297,15017002,239055,14108214,669733
2021-11-05,USA,50411,124,33815,15067413,239179,14142029,686205
2021-11-06,USA,46326,83,39268,15113739,239262,14181297,693180
2021-11-07,USA,55054,281,26287,15168793,239543,14207584,721666
2021-11-08,USA,67713,211,23682,15236506,239754,14231266,765486
2021-11-09,USA,71480,282,25891,15307986,240036,14257157,810793
2021-11-10,USA,68175,248,42981,15376161,240284,14300138,835739
2021-11-11,USA,57608,157,38529,15433769,240441,14338667,854661
2021-11-12,USA,60891,252,35573,15494660,240693,14374240,879727
2021-11-13,USA,72854,273,43944,15567514,240966,14418184,908364
2021-11-14,USA,82834,328,33625,15650348,241294,14451809,957245
2021-11-15,USA,98104,197,45935,15748452,241491,14497744,1009217
2021-11-16,USA,89063,374,43815,15837515,241865,14541559,1054091
2021-11-17,USA,82560,454,50456,15920075,242319,14592015,1085741
2021-11-18,USA,80863,243,74446,16000938,242562,14666461,1091915
2021-11-19,USA,77682,452,70862,16078620,243014,14737323,1098283
2021-11-20,USA,90058,398,67414,16168678,243412,14804737,1120529
2021-11-21,USA,83905,528,58744,16252583,243940,14863481,1145162
2021-11-22,USA,125748,594,51798,16378331,244534,14915279,1218518
2021-11-23,USA,117141,492,77207,16495472,245026,14992486,1257960
2021-11-24,USA,109780,720,78918,16605252,245746,15071404,1288102
2021-11-25,USA,94432,474,100494,16699684,246220,15171898,1281566
2021-11-26,USA,83749,513,76336,16783433,246733,15248234,1288466
2021-11-27,USA,109312,500,66942,16892745,247233,15315176,1330336
2021-11-28,USA,119956,635,83977,17012701,247868,15399153,1365680
2021-11-29,USA,122518,677,77381,17135219,248545,15476534,1410140
2021-11-30,USA,128674,719,78656,17263893,249264,15555190,1459439
2021-12-01,USA,132790,924,73543,17396683,250188,15628733,1517762
2021-12-02,USA,138746,487,134304,17535429,250675,15763037,1521717
2021-12-03,USA,111729,436,99079,17647158,251111,15862116,1533931
2021-12-04,USA,105821,963,122700,17752979,252074,15984816,1516089
2021-12-05,USA,136060,662,82490,17889039,252736,16067306,1568997
2021-12-06,USA,154316,894,85531,18043355,253630,16152837,1636888
2021-12-07,USA,128990,1158,101491,18172345,254788,16254328,1663229
2021-12-08,USA,154467,787,122103,18326812,255575,16376431,1694806
2021-12-09,USA,135534,1048,111217,18462346,256623,16487648,1718075
2021-12-10,USA,134834,771,121516,18597180,257394,16609164,1730622
2021-12-11,USA,153365,797,128000,18750545,258191,16737164,1755190
2021-12-12,USA,166745,1383,119847,18917290,259574,16857011,1800705
2021-12-13,USA,168808,864,115205,19086098,260438,16972216,1853444
2021-12-14,USA,162674,1182,96374,19248772,261620,17068590,1918562
2021-12-15,USA,201426,1122,127631,19450198,262742,17196221,1991235
2021-12-16,USA,148222,1390,133412,19598420,264132,17329633,2004655
2021-12-17,USA,135543,1162,92100,19733963,265294,17421733,2046936
2021-12-18,USA,140260,841,145455,19874223,266135,17567188,2040900
2021-12-19,USA,162174,909,161503,20036397,267044,17728691,2040662
2021-12-20,USA,176601,1322,139596,20212998,268366,17868287,2076345
2021-12-21,USA,174981,872,146946,20387979,269238,18015233,2103508
2021-12-22,USA,162867,1689,155866,20550846,270927,18171099,2108820
2021-12-23,USA,148863,1081,162419,20699709,272008,18333518,2094183
2021-12-24,USA,130011,967,164711,20829720,272975,18498229,2058516
2021-12-25,USA,132003,1227,170535,20961723,274202,18668764,2018757
2021-12-26,USA,159136,937,158149,21120859,275139,18826913,2018807
2021-12-27,USA,171649,1042,139429,21292508,276181,18966342,2049985
2021-12-28,USA,199946,1541,144319,21492454,277722,19110661,2104071
2021-12-29,USA,129582,1332,162513,21622036,279054,19273174,2069808
2021-12-30,USA,155491,889,169869,21777527,279943,19443043,2054541
2021-12-31,USA,142101,1134,179284,21919628,281077,19622327,2016224
2022-01-01,USA,110149,1307,165605,22029777,282384,19787932,1959461
2022-01-02,USA,143649,1392,137848,22173426,283776,19925780,1963870
2022-01-03,USA,157907,1584,117651,22331333,285360,20043431,2002542
2022-01-04,USA,145956,1107,128013,22477289,286467,20171444,2019378
2022-01-05,USA,141031,866,176435,22618320,287333,20347879,1983108
2022-01-06,USA,118227,1433,144364,22736547,288766,20492243,1955538
2022-01-07,USA,132648,897,163779,22869195,289663,20656022,1923510
2022-01-08,USA,126800,921,126448,22995995,290584,20782470,1922941
2022-01-09,USA,144242,1475,150030,23140237,292059,20932500,1915678
2022-01-10,USA,151407,1392,138781,23291644,293451,21071281,1926912
2022-01-11,USA,130580,1587,108322,23422224,295038,21179603,1947583
2022-01-12,USA,124769,1346,134825,23546993,296384,21314428,1936181
2022-01-13,USA,115860,978,174175,23662853,297362,21488603,1876888
2022-01-14,USA,89495,1212,117686,23752348,298574,21606289,1847485
2022-01-15,USA,105497,798,124172,23857845,299372,21730461,1828012
2022-01-16,USA,107792,1081,112325,23965637,300453,21842786,1822398
2022-01-17,USA,115656,1467,106417,24081293,301920,21949203,1830170
2022-01-18,USA,125389,1140,119587,24206682,303060,22068790,1834832
2022-01-19,USA,110600,1103,161479,24317282,304163,22230269,1782850
2022-01-20,USA,88108,1011,145654,24405390,305174,22375923,1724293
2022-01-21,USA,87520,862,128248,24492910,306036,22504171,1682703
2022-01-22,USA,73045,737,104684,24565955,306773,22608855,1650327
2022-01-23,USA,91677,794,104370,24657632,307567,22713225,1636840
2022-01-24,USA,98514,637,82691,24756146,308204,22795916,1652026
2022-01-25,USA,90561,1273,98059,24846707,309477,22893975,1643255
2022-01-26,USA,85113,669,116742,24931820,310146,23010717,1610957
2022-01-27,USA,62919,759,117221,24994739,310905,23127938,1555896
2022-01-28,USA,65770,577,106994,25060509,311482,23234932,1514095
2022-01-29,USA,59771,762,108793,25120280,312244,23343725,1464311
2022-01-30,USA,63027,850,88797,25183307,313094,23432522,1437691
2022-01-31,USA,76154,915,93598,25259461,314009,23526120,1419332
2022-02-01,USA,64952,745,81206,25324413,314754,23607326,1402333
2022-02-02,USA,54133,716,79076,25378546,315470,23686402,1376674
2022-02-03,USA,44671,621,86904,25423217,316091,23773306,1333820
2022-02-04,USA,46498,553,76005,25469715,316644,23849311,1303760
2022-02-05,USA,39126,639,79796,25508841,317283,23929107,1262451
2022-02-06,USA,53480,664,63219,25562321,317947,23992326,1252048
2022-02-07,USA,41424,742,69373,25603745,318689,24061699,1223357
2022-02-08,USA,54873,671,56944,25658618,319360,24118643,1220615
2022-02-09,USA,43210,685,58570,25701828,320045,24177213,1204570
2022-02-10,USA,34991,423,74217,25736819,320468,24251430,1164921
2022-02-11,USA,29086,315,57146,25765905,320783,24308576,1136546
2022-02-12,USA,30609,415,62826,25796514,321198,24371402,1103914
2022-02-13,USA,31568,351,35989,25828082,321549,24407391,1099142
2022-02-14,USA,36237,435,45462,25864319,321984,24452853,1089482
2022-02-15,USA,32412,461,45161,25896731,322445,24498014,1076272
2022-02-16,USA,28365,428,51375,25925096,322873,24549389,1052834
2022-02-17,USA,22409,283,39011,25947505,323156,24588400,1035949
2022-02-18,USA,19660,310,50795,25967165,323466,24639195,1004504
2022-02-19,USA,19584,328,40733,25986749,323794,24679928,983027
2022-02-20,USA,17475,349,38202,26004224,324143,24718130,961951
2022-02-21,USA,18847,390,21746,26023071,324533,24739876,958662
2022-02-22,USA,21422,377,33890,26044493,324910,24773766,945817
2022-02-23,USA,17747,172,25989,26062240,325082,24799755,937403
2022-02-24,USA,14095,246,33859,26076335,325328,24833614,917393
2022-02-25,USA,12164,191,29779,26088499,325519,24863393,899587
2022-02-26,USA,11988,234,28833,26100487,325753,24892226,882508
2022-02-27,USA,11729,216,18074,26112216,325969,24910300,875947
2022-02-28,USA,11902,212,19745,26124118,326181,24930045,867892
2022-03-01,USA,12243,146,22606,26136361,326327,24952651,857383
2020-03-01,India,1350,10,671,1350,10,671,669
2020-03-02,India,1890,14,907,3240,24,1578,1638
2020-03-03,India,1987,14,754,5227,38,2332,2857
2020-03-04,India,2210,17,1077,7437,55,3409,3973
2020-03-05,India,2057,20,1205,9494,75,4614,4805
2020-03-06,India,1944,17,899,11438,92,5513,5833
2020-03-07,India,2402,20,1069,13840,112,6582,7146
2020-03-08,India,3265,22,1625,17105,134,8207,8764
2020-03-09,India,3414,20,1689,20519,154,9896,10469
2020-03-10,India,4085,36,2194,24604,190,12090,12324
2020-03-11,India,3489,30,1132,28093,220,13222,14651
2020-03-12,India,3414,32,1947,31507,252,15169,16086
2020-03-13,India,3787,24,2020,35294,276,17189,17829
2020-03-14,India,4554,32,2091,39848,308,19280,20260
2020-03-15,India,5109,22,2041,44957,330,21321,23306
2020-03-16,India,5820,42,2058,50777,372,23379,27026
2020-03-17,India,6576,58,2507,57353,430,25886,31037
2020-03-18,India,5896,49,2776,63249,479,28662,34108
